codigo_suministro,operacion_apertura,Horas Inter,ENS $,Mes
323323201,105076155,"1,85","100,87",4
327618502,106267290,"2,59","100,66",4
312582201,105876962,"2,61","100,43",4
320570401,105597059,"5,71","100,11",4
326873201,105816277,"2,13","99,96",4
367126001,105814672,"2,71","99,59",4
320796903,105391322,"2,26","99,49",4
330700401,105059424,"2,01","98,74",4
304833105,105300847,"5,01","98,71",4
356720702,106819761,"5,55","98,64",4
367402901,106526968,"3,64","98,46",4
313314903,106431063,"1,77","98,17",4
309844502,105022143,"1,84","97,91",4
331150602,106318789,"7,26","97,38",4
323060802,104776726,"1,31","97,33",4
330152501,104732539,"5,97","96,77",4
322703801,106549766,"4,44","96,67",4
351670701,105649354,"2,52","95,74",4
302642202,106076505,"8,29","95,10",4
354499001,104820914,"3,13","94,82",4
359331901,106009312,"5,13","94,78",4
330806303,104940750,"3,50","94,77",4
319977502,106055855,"16,31","94,65",4
354983201,105794909,"7,01","93,80",4
307499001,105837335,"2,55","93,74",4
360175601,104888180,"11,38","93,58",4
315321901,106833755,"1,92","93,22",4
325611801,105877550,"2,43","93,11",4
364649401,106267691,"2,54","92,80",4
310077404,105308533,"3,04","92,50",4
324313601,106428650,"11,08","92,46",4
304487403,106676771,"7,18","91,98",4
310521301,104968119,"2,81","91,58",4
308575701,104718755,"13,17","91,22",4
366354301,105227497,"1,72","91,11",4
312657401,105672471,"11,26","91,08",4
319991401,106429682,"10,62","90,76",4
360514103,104935408,"5,40","90,49",4
356095002,105882271,"6,77","90,39",4
325518901,105045970,"1,57","90,24",4
358797001,106840325,"2,08","90,21",4
363767701,106021461,"23,13","90,14",4
302263503,106766459,"3,53","90,00",4
315139001,106835945,"3,64","89,82",4
331420901,105062332,"1,29","89,49",4
316022503,106839101,"10,49","89,41",4
354490001,106819569,"2,24","89,30",4
305678502,106680969,"1,79","89,27",4
366603501,106332470,"2,18","89,10",4
359168002,105667320,"6,89","89,04",4
321452902,104808209,"5,51","88,95",4
367143801,105868690,"28,88","88,80",4
321840401,105956798,"5,29","88,64",4
305912301,105299907,"5,36","88,15",4
320694401,105601251,"1,43","88,02",4
367126001,105838893,"2,38","87,46",4
330700002,105057721,"2,37","87,45",4
364319001,106271614,"1,99","87,43",4
363883501,106204715,"13,49","87,43",4
331554701,106776462,"3,63","87,35",4
357712804,104813001,"4,29","87,13",4
364399601,106272282,"1,91","87,08",4
359638501,104762288,"2,01","86,95",4
351207504,106316048,"0,07","86,74",4
356684801,104783509,"2,81","86,74",4
303047701,104914165,"8,00","86,71",4
328707201,104785401,"2,40","86,54",4
350667601,105851883,"3,13","86,43",4
358488701,104783371,"2,86","86,33",4
319532703,105778945,"5,32","85,82",4
318842201,105277448,"4,02","85,67",4
350727001,106189257,"2,24","85,64",4
363799001,106824163,"14,41","85,55",4
321459607,104818515,"3,44","85,51",4
360709601,106766283,"3,61","85,15",4
317319301,105268814,"2,97","85,01",4
314159801,105354934,"3,06","85,00",4
329093901,104998670,"2,72","84,93",4
314106208,106739126,"6,44","84,88",4
310518501,104969017,"2,57","84,71",4
315940702,105559437,"0,55","84,70",4
325408702,106268611,"2,40","84,56",4
355322501,106825947,"3,80","84,44",4
359084301,106048984,"5,90","84,38",4
356055401,105467227,"11,66","84,34",4
310516003,104970432,"2,19","84,23",4
366458501,104878244,"3,08","83,77",4
306074201,105678545,"7,24","83,61",4
331436602,106038101,"6,61","83,33",4
306526701,105813166,"1,39","83,26",4
328940702,106471722,"2,12","82,97",4
323786701,105304101,"3,66","82,95",4
308556901,104885001,"2,96","82,58",4
351667301,106828414,"2,65","82,26",4
330704201,105029690,"3,89","82,16",4
366385101,106774643,"3,02","82,11",4
310564301,105437807,"3,17","82,04",4
320947601,105437018,"3,22","81,96",4
306656501,106459540,"2,17","81,93",4
359725404,105298322,"2,26","81,82",4
367633801,105853562,"3,72","81,81",4
312597001,105882871,"6,33","81,75",4
323055901,104774976,"2,06","81,52",4
322693301,106542234,"5,91","81,49",4
355136301,106185863,"5,06","81,16",4
357452707,105582513,"8,85","80,72",4
359333901,104907720,"5,10","80,65",4
354817505,106196376,"13,71","80,58",4
306650406,106427599,"3,78","80,28",4
362286301,105939892,"2,92","79,97",4
312157901,105673783,"4,00","79,82",4
312582601,105875460,"3,17","79,57",4
325838602,106769882,"1,87","79,56",4
313323701,106418750,"3,04","79,33",4
306656501,106432260,"2,10","79,28",4
353924001,105015301,"5,67","79,24",4
357639802,105060181,"5,29","79,24",4
324754401,105297643,"2,38","78,71",4
329536403,106000822,"6,18","78,56",4
304129602,104719474,"1,81","78,33",4
315182001,104758351,"3,96","78,31",4
330409201,105707391,"3,38","78,19",4
350580402,105469398,"1,27","78,04",4
306659301,106832632,"3,91","77,92",4
350633701,106831029,"4,36","77,71",4
329990501,106000029,"0,76","77,59",4
313322701,106421288,"2,32","77,56",4
323325502,104810323,"4,88","77,49",4
314757601,106422263,"4,72","77,42",4
325708901,106727946,"3,55","77,16",4
307509101,105966180,"11,24","76,79",4
301684401,106840637,"10,14","76,39",4
316898401,104974507,"27,16","76,38",4
313198401,105159556,"6,43","76,36",4
354719501,104783759,"2,75","76,19",4
330467402,105961738,"6,34","76,08",4
365971201,105058785,"5,57","75,93",4
357660401,106427492,"3,80","75,87",4
363815501,105058358,"5,65","75,50",4
351761902,104950461,"4,37","75,32",4
312638301,105604196,"2,79","75,18",4
318584510,105912720,"12,03","75,13",4
312662101,104808085,"4,70","75,06",4
307483307,105018908,"5,22","74,98",4
365010701,105011346,"0,99","74,75",4
304216302,104820354,"1,60","74,74",4
359412901,106271294,"2,03","74,73",4
354489006,105068753,"3,50","74,70",4
323702701,106740580,"6,22","74,58",4
365971201,104808338,"5,47","74,57",4
359588701,106459533,"5,62","74,51",4
326490201,106844222,"10,70","74,47",4
323326701,104783521,"2,81","74,35",4
361703601,105419110,"1,58","74,23",4
350318701,105094543,"5,36","74,16",4
360290001,104744295,"28,49","74,02",4
321452902,105062941,"4,58","74,01",4
358930801,106766884,"3,31","73,99",4
357717801,104815685,"3,86","73,38",4
322136601,105831424,"5,37","73,37",4
327189401,105971094,"1,38","73,34",4
331419901,105042888,"2,03","73,29",4
325381801,106269051,"2,34","73,10",4
313010902,105631924,"3,62","73,03",4
367188401,105128170,"6,27","72,88",4
337128404,106424016,"1,33","72,80",4
322468601,105074788,"203,30","72,69",4
319786201,105129727,"6,60","72,50",4
329459401,105960690,"2,67","72,45",4
322715402,106543530,"5,46","72,32",4
357721008,104784208,"2,60","72,31",4
306659702,106834707,"3,73","72,17",4
356684801,104827369,"2,34","72,04",4
324456601,104934675,"5,51","71,97",4
325367002,106267776,"2,52","71,91",4
363901003,104816621,"3,72","71,69",4
310526602,104967986,"2,87","71,40",4
322063001,106380064,"13,35","71,27",4
354676203,105058898,"5,56","71,09",4
350865201,106042057,"6,13","71,00",4
305964801,104802673,"4,43","70,94",4
320391507,106287497,"4,26","70,81",4
315201503,104819710,"10,71","70,71",4
354948701,106770122,"1,70","69,85",4
315072002,106093649,"0,16","69,50",4
310695301,105479725,"1,26","69,03",4
360943801,106108313,"1,10","68,83",4
318716601,106828471,"5,39","68,75",4
362804001,106819457,"4,62","68,64",4
321455003,104810036,"4,94","68,39",4
306692704,105725755,"2,38","68,37",4
330089002,104859395,"2,44","68,27",4
327952102,105174350,"1,89","68,20",4
360099101,105137861,"2,00","68,05",4
321458201,104787303,"1,76","67,93",4
364423101,106176728,"1,63","67,83",4
364695201,105061291,"5,08","67,78",4
311908001,106476788,"3,32","67,77",4
329766601,105939762,"6,94","67,67",4
358256704,105138483,"1,63","67,58",4
326368602,104763290,"1,91","67,46",4
331404502,105061109,"1,67","67,41",4
356635401,104785584,"2,23","67,24",4
313011301,105627709,"4,32","67,01",4
321453201,104784028,"2,65","66,94",4
318607909,105871236,"5,93","66,87",4
323339301,104803635,"8,26","66,85",4
359931401,106459296,"2,05","66,76",4
325056006,106427605,"4,24","66,56",4
321454802,104784748,"2,48","66,53",4
356606501,106840201,"10,25","66,21",4
319218204,106186174,"3,31","65,74",4
322496703,104751843,"17,56","65,70",4
319328702,105867923,"7,15","65,62",4
357227406,105039293,"2,50","65,58",4
314089302,105179878,"1,57","65,17",4
366963201,105308964,"1,65","65,15",4
362517701,105297187,"2,59","65,11",4
331004101,106825322,"2,07","64,87",4
321844301,105960601,"4,36","64,76",4
364457601,105636996,"2,00","64,45",4
327748601,104958441,"2,83","64,29",4
319216701,106186826,"3,07","64,18",4
329699001,104826153,"1,60","64,12",4
364491601,104725846,"2,58","64,11",4
306586405,105012334,"3,41","63,92",4
357365402,106825266,"1,18","63,74",4
351088701,106818173,"5,77","63,52",4
305679601,106677329,"6,40","63,52",4
324513201,106267089,"2,61","63,44",4
319235406,105710138,"7,16","63,41",4
359845201,106256170,"11,34","63,37",4
363000701,106011208,"3,73","63,25",4
323338501,105059227,"5,49","63,17",4
308575701,105131901,"9,11","63,07",4
364736302,105065423,"4,14","63,07",4
308221501,104948701,"6,32","63,06",4
323330302,105069674,"3,30","62,93",4
351729601,106177059,"1,51","62,57",4
308753401,106612299,"1,44","62,56",4
364695303,104801260,"10,48","62,08",4
361699901,106776370,"3,66","62,02",4
300973701,105495841,"2,95","61,84",4
317452702,106741005,"3,02","61,83",4
310523801,104970347,"2,20","61,80",4
350874602,106554299,"0,93","61,72",4
363035301,106025566,"5,83","61,68",4
307498402,105017083,"5,45","61,64",4
364736302,104814493,"4,04","61,64",4
327736501,106196754,"4,99","61,58",4
328771702,104786804,"2,08","61,51",4
363198101,106766325,"3,60","61,41",4
326117503,105465411,"5,12","61,35",4
365289301,105175032,"5,10","61,19",4
356662103,104784404,"2,56","61,17",4
323330803,104808452,"5,40","61,08",4
309511601,104794839,"1,85","61,01",4
315108101,105573073,"0,66","60,99",4
364933501,105700405,"8,49","60,53",4
365528602,104834016,"1,50","60,43",4
365792401,104762345,"1,99","60,42",4
355031001,106811850,"8,21","60,37",4
363757401,105061279,"5,08","60,22",4
301323701,106191179,"2,55","60,18",4
330216701,106218717,"3,21","60,18",4
320839901,104735359,"3,32","60,16",4
319215601,106183138,"4,36","59,80",4
366049201,105342877,"2,46","59,71",4
321455003,105064872,"4,31","59,66",4
327737001,105438247,"1,38","59,50",4
323338102,104826442,"2,46","59,14",4
308054401,104715938,"1,87","59,12",4
323336302,104784083,"2,63","59,06",4
360514103,104818117,"3,52","58,92",4
323338102,104784880,"2,44","58,86",4
360024601,105136873,"2,36","58,81",4
313128801,105296426,"1,96","58,57",4
361996901,104771250,"0,88","58,29",4
324519901,106520886,"1,34","58,25",4
330703902,105040084,"2,40","58,12",4
325575702,105883321,"5,92","58,09",4
320630401,105194581,"2,79","58,07",4
320672101,104854781,"5,65","57,98",4
331299701,106218724,"3,21","57,95",4
354466602,105058693,"5,59","57,65",4
363621101,106190169,"3,97","57,35",4
362639401,104826629,"1,54","57,12",4
361638701,104789638,"2,20","57,05",4
300052301,106614606,"3,11","56,99",4
326093802,105469425,"1,74","56,91",4
358184101,105162506,"1,92","56,87",4
363748302,104816035,"3,81","56,85",4
321834901,105968675,"1,94","56,78",4
309045501,105222613,"2,19","56,78",4
354676203,104812155,"4,44","56,72",4
317523301,106193128,"2,82","56,66",4
364602902,105465403,"3,40","56,61",4
329058001,106821877,"3,08","56,57",4
319528701,105866521,"6,40","56,54",4
325611902,105880057,"1,57","56,53",4
318224601,105847678,"0,88","56,42",4
304128902,104717022,"2,57","56,38",4
350951601,104954089,"3,73","56,37",4
312583801,105876428,"2,85","56,31",4
359975101,105547228,"4,08","56,08",4
301542601,105564949,"12,37","56,01",4
358432002,105215364,"1,00","55,94",4
361383701,104816627,"3,71","55,93",4
306496201,105751643,"8,01","55,77",4
329646001,106201797,"2,22","55,69",4
324519901,106277348,"1,28","55,66",4
355454001,105308222,"2,01","55,58",4
313752501,104856346,"2,92","55,58",4
312349201,106121837,"2,28","55,57",4
361488002,104822964,"2,87","55,53",4
314044902,106819371,"2,35","55,50",4
306048101,105469790,"1,11","55,50",4
355317401,104786348,"2,27","55,47",4
323340011,104805694,"6,94","55,40",4
323065101,104774118,"2,47","55,20",4
350987208,105065059,"4,25","55,11",4
323115806,105958759,"1,95","55,08",4
362204201,104763773,"1,32","55,01",4
330746601,106245247,"4,14","54,98",4
361697502,106542908,"1,32","54,88",4
304283501,106428790,"2,84","54,67",4
330068102,106039715,"3,64","54,50",4
360581501,105007757,"1,51","54,45",4
365875001,105228322,"15,11","54,39",4
364755001,105450220,"3,25","54,11",4
363840201,104717529,"1,46","53,85",4
322565701,106387243,"1,51","53,74",4
358648901,105003642,"2,05","53,64",4
330778401,106472468,"3,97","53,50",4
327618901,106270276,"2,19","53,48",4
317452702,106527241,"2,61","53,45",4
320811701,106830159,"2,26","53,43",4
321801001,105203384,"1,40","53,38",4
356986401,106694547,"1,70","53,29",4
325386201,106274064,"1,68","53,29",4
359237701,106178342,"0,91","53,25",4
366646101,105488501,"12,21","53,25",4
350654904,104808741,"5,24","53,19",4
310278301,106352773,"2,49","53,04",4
306650901,106462311,"1,77","52,95",4
330918801,104934039,"1,61","52,89",4
325536901,105044787,"1,72","52,89",4
363719201,106770275,"1,13","52,79",4
315568801,104885483,"2,76","52,69",4
329040201,105992610,"2,91","52,31",4
315314201,106838479,"1,23","52,21",4
353754005,104806686,"6,03","52,17",4
357639305,104818861,"3,41","52,07",4
358058503,105059791,"5,38","51,91",4
319246808,105703568,"11,66","51,85",4
362817501,106842356,"13,34","51,84",4
351013601,105187208,"2,93","51,83",4
361589602,104816750,"3,71","51,73",4
319669001,105951942,"2,32","51,70",4
322136601,105356895,"3,76","51,42",4
314924504,106427776,"11,32","51,26",4
324696301,106269376,"29,86","51,24",4
309759501,106819040,"2,04","51,22",4
323054301,104765655,"0,67","51,13",4
350169901,105520014,"1,97","51,10",4
354341901,105159404,"2,89","51,07",4
315855801,105783042,"4,21","51,07",4
355587501,105789873,"2,32","51,05",4
323336302,104827908,"2,27","50,89",4
320984501,104956589,"1,80","50,86",4
331274001,105795511,"10,10","50,81",4
356769401,105964354,"3,35","50,71",4
308322901,106830424,"2,35","50,60",4
321457004,105064866,"4,31","50,53",4
321454001,104785563,"2,23","50,51",4
309421002,105961988,"2,81","50,06",4
312157402,105677283,"1,68","49,90",4
309410109,106208959,"2,39","49,85",4
319008802,105640148,"1,29","49,80",4
365209901,105300214,"1,59","49,73",4
315213402,105690796,"0,06","49,67",4
329981901,105827167,"2,70","49,54",4
366478501,106827288,"1,82","49,50",4
367373801,105606454,"1,82","49,34",4
324515902,106271383,"2,03","49,30",4
319218301,106185751,"3,46","49,18",4
312031201,104716130,"1,83","49,15",4
357714803,105002015,"2,16","49,08",4
330919501,106609880,"2,45","49,03",4
310671003,106024782,"2,34","48,95",4
323500201,104728417,"1,79","48,92",4
357890302,106038875,"1,85","48,84",4
325410501,106266830,"2,68","48,81",4
359594802,106735165,"3,14","48,78",4
319376902,104835780,"8,43","48,63",4
322659401,106827421,"3,49","48,35",4
324514001,106520800,"1,36","48,28",4
307867001,105643923,"2,12","48,25",4
300578607,105189937,"1,90","48,11",4
359679701,105003902,"2,02","47,82",4
361642101,105565809,"2,20","47,78",4
367427601,106124998,"7,35","47,73",4
357717801,105073512,"2,50","47,52",4
307885001,105642533,"2,43","47,47",4
365396002,104794231,"2,21","47,39",4
323338501,104814221,"4,10","47,18",4
355680501,106807115,"0,61","46,84",4
330704402,105060959,"1,72","46,75",4
300640802,104882110,"2,16","46,62",4
367657901,104774067,"2,50","46,59",4
350198901,105047030,"1,47","46,52",4
314757601,105863582,"2,83","46,44",4
319889701,105138354,"1,71","46,38",4
356668801,106423801,"5,25","46,34",4
306721902,106733683,"1,98","46,29",4
351356301,106694997,"1,67","46,08",4
354466602,104812088,"4,47","46,07",4
357639802,104821273,"3,07","46,02",4
326738001,106823280,"4,33","45,92",4
364315102,105572701,"10,19","45,80",4
352361906,104807866,"5,69","45,32",4
329095701,105009914,"1,21","45,29",4
328764001,104787988,"1,61","45,27",4
366414501,106823376,"1,66","45,23",4
351205101,105984476,"6,50","45,16",4
358722703,104956424,"1,83","45,04",4
363916401,105087395,"9,68","45,00",4
323340011,105058423,"5,63","44,99",4
312350101,105851234,"1,63","44,99",4
308059102,104955818,"8,99","44,98",4
322507401,106836768,"1,99","44,95",4
327623311,106272727,"1,86","44,82",4
317523905,106391440,"2,02","44,81",4
321802501,105202991,"1,70","44,67",4
315886903,106189642,"2,06","44,53",4
359146601,105300498,"1,48","44,53",4
327703202,105045605,"1,62","44,47",4
314895901,106837945,"2,01","44,46",4
364301101,105034074,"3,03","44,44",4
352422501,106810438,"4,83","44,24",4
352361906,105058910,"5,56","44,22",4
326723902,105409755,"1,69","44,18",4
323339301,105059432,"5,46","44,17",4
353936505,104807991,"5,63","44,02",4
352029701,104820765,"3,16","44,02",4
363695301,104784214,"2,59","43,88",4
351615102,105060895,"1,75","43,85",4
325409703,106270598,"2,14","43,84",4
304395501,106845015,"8,97","43,84",4
326095907,105467885,"2,41","43,82",4
356675401,104812388,"4,41","43,77",4
305961602,104802966,"4,07","43,74",4
306879701,106816978,"3,61","43,73",4
365966401,105060849,"5,21","43,66",4
367201501,104745670,"1,04","43,60",4
359272901,104805392,"7,18","43,57",4
321452902,104783924,"2,70","43,53",4
365419401,105757067,"2,76","43,46",4
359378301,104716017,"1,86","43,40",4
313121201,105686508,"2,40","43,35",4
328764801,104784975,"2,53","43,34",4
358570701,106681433,"1,14","43,27",4
328125001,105543158,"4,64","43,21",4
354297501,105961732,"1,15","43,15",4
324631101,106420235,"6,81","43,12",4
328985901,104884451,"1,88","43,12",4
310094701,104708581,"1,45","43,07",4
328771901,104794678,"1,93","43,04",4
300706302,106248020,"1,70","43,03",4
360055401,105010719,"1,10","43,00",4
354704302,105796164,"1,50","42,96",4
365908501,106254951,"1,00","42,90",4
326094901,105464890,"5,24","42,84",4
350848101,104957773,"1,53","42,75",4
357933801,106823244,"1,58","42,69",4
322693001,106578827,"2,55","42,64",4
355246101,105968681,"1,93","42,57",4
353977602,104804725,"7,42","42,35",4
323339001,104802499,"9,39","42,29",4
367051901,105884492,"4,88","42,26",4
316272402,106288831,"0,73","42,21",4
315414901,105067419,"1,57","42,04",4
328622807,105386230,"4,30","42,01",4
356490501,104825673,"1,68","41,99",4
354488001,104817120,"3,64","41,93",4
312597301,105880182,"1,47","41,90",4
304833105,106246892,"2,12","41,82",4
321453401,104823177,"2,83","41,79",4
325387206,106267188,"2,61","41,78",4
350293001,104882374,"2,58","41,61",4
309780003,106765155,"1,57","41,58",4
353422107,105060777,"5,23","41,56",4
364602801,105467310,"2,72","41,46",4
329007301,105989760,"2,53","41,45",4
315988001,105863658,"1,92","41,44",4
358098302,105967798,"2,26","41,31",4
364683901,104880306,"2,54","41,30",4
358844503,105058892,"5,56","41,29",4
326551401,105479679,"1,28","41,21",4
323107901,105959492,"1,77","41,17",4
365396002,104787200,"1,91","40,98",4
355299801,105597924,"1,61","40,76",4
309094301,104720610,"1,39","40,72",4
315200302,104761253,"2,41","40,67",4
311677701,106375206,"2,41","40,65",4
357639305,105072993,"2,66","40,57",4
305071401,104781725,"2,07","40,56",4
365538802,105137202,"2,24","40,33",4
323329106,105058916,"5,55","40,31",4
315891501,106188118,"2,69","40,30",4
309657903,104785590,"2,35","40,27",4
328361301,105871002,"1,80","40,22",4
321801401,105203605,"1,30","40,20",4
357639305,104784092,"2,63","40,14",4
309976901,104824065,"1,92","40,12",4
363790101,105073082,"2,62","40,04",4
367372901,105026864,"4,22","40,03",4
365250301,106084293,"4,40","40,02",4
367651301,104769983,"4,70","40,01",4
360143102,105855017,"0,84","40,01",4
306484505,104953749,"3,46","39,97",4
329803302,105307709,"2,22","39,84",4
355980401,105479697,"1,27","39,77",4
337228202,106828089,"3,31","39,76",4
312179902,105676844,"1,95","39,74",4
331331902,105933979,"2,76","39,74",4
365988101,104774576,"2,26","39,70",4
317274901,105626162,"4,40","39,69",4
362970401,106375923,"2,36","39,53",4
319352703,106268199,"2,48","39,46",4
325771601,105703904,"2,34","39,41",4
323060802,104766134,"0,53","39,28",4
313654902,104794565,"3,13","39,22",4
318580902,105438690,"1,31","39,22",4
365834901,105470212,"0,98","39,06",4
351571501,105558538,"0,74","38,95",4
317786001,106767325,"4,33","38,92",4
312181701,105675591,"2,67","38,89",4
350374801,105466187,"2,71","38,87",4
326973205,106237393,"3,59","38,85",4
363815501,104783136,"2,90","38,74",4
362055302,104771262,"0,88","38,68",4
357729703,104801568,"10,23","38,66",4
315315601,106828107,"2,83","38,66",4
319786201,105144408,"3,50","38,47",4
364908601,106226104,"2,40","38,40",4
365971201,104783497,"2,82","38,38",4
317101501,104956824,"1,74","38,31",4
327613606,106520861,"1,35","38,27",4
351187501,105148500,"15,43","38,25",4
361169101,105137046,"2,30","38,18",4
357980301,105137371,"6,98","38,12",4
312667301,105575831,"9,24","38,11",4
313957901,106610735,"2,01","38,11",4
360578401,105138003,"1,93","38,09",4
323405501,105480758,"1,14","38,04",4
353000201,106825272,"3,93","38,03",4
361196001,105737413,"1,70","38,00",4
315159205,106185643,"1,37","37,88",4
364870001,105642941,"0,74","37,87",4
357939404,104816166,"3,80","37,87",4
315280202,106391279,"18,79","37,84",4
364601901,105464801,"5,25","37,69",4
305912301,106246461,"2,29","37,59",4
313317203,106420571,"2,63","37,51",4
360409401,106673728,"11,74","37,49",4
360696801,104835021,"1,33","37,45",4
325058008,106425542,"4,99","37,33",4
363111001,106766340,"3,59","37,31",4
361242401,105468814,"1,52","37,30",4
331404002,105062257,"1,32","37,21",4
366023101,105388501,"1,27","37,18",4
306128301,105874527,"1,36","37,14",4
361930701,106766289,"3,61","37,11",4
304579501,106206628,"1,15","37,05",4
300864601,106113979,"1,13","37,03",4
362480301,106723912,"3,36","37,01",4
321657201,104824268,"1,12","37,00",4
305404601,105646873,"3,80","36,96",4
313321701,106424689,"1,18","36,91",4
363693201,105065417,"4,14","36,81",4
323329002,105060947,"5,18","36,80",4
329680501,104828796,"1,69","36,74",4
319246606,105710087,"7,19","36,74",4
308221501,105001485,"3,68","36,71",4
355488303,104783712,"2,77","36,53",4
365966401,104812768,"4,34","36,35",4
325364503,106279968,"0,95","36,31",4
324915501,106427782,"2,32","36,27",4
367325401,104773994,"2,52","36,24",4
312656901,105576564,"8,84","36,23",4
313918201,105781041,"1,84","36,20",4
360453601,105137080,"2,28","36,16",4
358551804,105714361,"1,17","36,07",4
322137607,105830093,"5,51","35,95",4
323457501,105275507,"3,91","35,85",4
314494102,105485914,"1,07","35,77",4
310138602,106666781,"1,55","35,73",4
320539701,105569428,"1,46","35,72",4
314520304,105443009,"2,07","35,72",4
325366104,106274050,"1,68","35,58",4
323335704,104790073,"1,10","35,58",4
352029701,104784520,"2,53","35,27",4
331403101,105065227,"0,79","35,25",4
319894301,105137324,"2,18","35,15",4
321835502,105969301,"1,66","35,14",4
326096801,105464789,"5,26","35,12",4
354676203,104783829,"2,74","35,02",4
360848401,105136712,"2,45","35,01",4
328716903,106520968,"1,32","34,97",4
315889301,106188362,"2,58","34,91",4
363740301,106134984,"1,22","34,85",4
317890301,105796802,"1,33","34,83",4
357751406,104801307,"10,44","34,83",4
353932006,106265121,"3,67","34,81",4
320442201,105415229,"0,63","34,80",4
313425602,105480192,"1,22","34,79",4
328715301,106270394,"2,17","34,75",4
310361001,104795901,"1,41","34,73",4
328721101,106275999,"1,44","34,67",4
309976007,105159424,"1,75","34,58",4
320414002,105416502,"0,52","34,49",4
309510901,104796792,"0,48","34,46",4
357746503,105060137,"5,30","34,39",4
306434201,105079490,"1,68","34,34",4
329276701,104720032,"11,92","34,24",4
323838402,105653180,"1,57","34,23",4
358055805,106426341,"4,26","34,22",4
361140901,106111624,"2,32","34,19",4
352565502,105874805,"1,23","34,08",4
310832501,105640160,"1,28","34,06",4
360788803,106084559,"1,56","34,06",4
315160101,106186281,"1,11","34,06",4
323339403,104812276,"4,43","34,03",4
311161702,106249919,"0,56","33,98",4
312587001,105875560,"3,15","33,97",4
351533901,105193943,"0,86","33,93",4
327017602,106234418,"4,94","33,73",4
328716801,106270264,"2,20","33,68",4
358688105,104827578,"1,43","33,62",4
360855903,106830123,"2,38","33,52",4
316757801,105469477,"1,24","33,52",4
329095102,105008504,"1,40","33,50",4
360666101,106268189,"2,46","33,48",4
358058503,104818432,"3,46","33,38",4
325630605,106004440,"0,97","33,30",4
327317401,105311512,"1,83","33,29",4
308899002,105202224,"2,24","33,25",4
366202701,106694541,"1,22","33,18",4
358819801,105077305,"1,59","33,18",4
313044701,105871037,"4,70","33,06",4
313346302,106426393,"0,67","33,05",4
324744101,106237139,"3,74","32,97",4
310179001,106190406,"1,55","32,94",4
314453101,106214391,"0,50","32,93",4
318402402,105045596,"1,63","32,89",4
360843903,106834719,"1,83","32,88",4
352030801,104821374,"3,06","32,88",4
309666701,105700212,"1,44","32,86",4
329699501,104826417,"1,58","32,79",4
350645201,104807997,"5,63","32,59",4
357939806,104817368,"3,61","32,54",4
357551601,105569816,"0,91","32,51",4
358048401,105020015,"2,37","32,50",4
300586404,104739126,"0,40","32,44",4
363697102,105063020,"4,55","32,33",4
319018501,106186030,"1,22","32,32",4
358752601,105646510,"1,31","32,23",4
317610909,105415712,"0,60","32,19",4
357170201,105555657,"1,16","32,18",4
308590501,105600480,"1,48","32,17",4
351524601,105415754,"0,59","32,00",4
331467001,105046542,"1,51","31,98",4
328956302,104880563,"2,99","31,97",4
350178401,106526939,"1,81","31,97",4
315857101,105781609,"3,39","31,96",4
328721101,106520980,"1,32","31,90",4
303041801,104924312,"6,71","31,82",4
307867001,105068535,"1,39","31,78",4
301709201,106782393,"3,36","31,77",4
322136601,105114970,"2,32","31,70",4
364284802,106272194,"1,92","31,65",4
315314904,106830117,"2,38","31,62",4
323338501,104783771,"2,74","31,59",4
313011201,106749238,"2,19","31,58",4
365908601,105030550,"3,78","31,56",4
310751401,105195530,"1,24","31,51",4
366741901,106288543,"0,75","31,48",4
308653701,105496557,"0,97","31,47",4
360347901,105842074,"8,16","31,42",4
365792801,105218929,"3,37","31,41",4
324402402,105875553,"2,89","31,36",4
357723404,105066421,"3,93","31,35",4
316866105,105573605,"0,61","31,23",4
325081302,106423750,"5,49","31,22",4
350987208,104784999,"2,41","31,22",4
321459902,104785806,"2,19","31,20",4
355484301,106603187,"1,65","31,19",4
321802901,105203264,"1,56","31,17",4
319013902,105705611,"1,29","31,09",4
320445202,105484209,"0,29","30,99",4
357422201,106842612,"0,67","30,85",4
351677601,105307085,"2,42","30,85",4
328717003,106277921,"1,21","30,84",4
362473801,104732415,"1,11","30,76",4
330519301,106336210,"1,64","30,61",4
363077201,106825516,"1,12","30,59",4
367324701,104774272,"2,40","30,58",4
327734601,104961081,"2,12","30,58",4
331423501,105042721,"2,06","30,57",4
329709901,105162267,"2,64","30,50",4
310334601,105373365,"1,21","30,43",4
358819801,104788041,"1,46","30,39",4
367661501,104774079,"2,49","30,36",4
361068701,105546231,"1,78","30,35",4
367652401,104774616,"2,23","30,33",4
331424601,105051244,"0,87","30,30",4
324525406,106267593,"2,55","30,23",4
315304901,106102264,"1,35","30,19",4
319451601,105790982,"1,67","30,17",4
326116309,105469560,"1,68","30,14",4
305173201,104731127,"4,82","30,02",4
360671703,106054117,"0,88","30,00",4
360283201,105067276,"3,77","29,98",4
359443601,105138166,"5,82","29,94",4
353422107,104816259,"3,77","29,93",4
306650406,106464982,"1,41","29,89",4
325377001,106274824,"1,58","29,89",4
322137607,105350733,"4,57","29,81",4
325610601,105878581,"2,02","29,77",4
352081808,105060855,"5,21","29,67",4
355192801,105559639,"0,51","29,60",4
325379901,106266141,"2,77","29,25",4
318939308,106062494,"2,82","29,20",4
325381301,106271621,"1,99","29,20",4
